customer_id,children,married,gender,churn,contract,internet_service,phone,multiple_phone,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,source
R218463,Yes,Yes,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Electronic Check,54.0,149.96,WGU
Z905669,Yes,No,Male,Yes,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Automatic,42.0,235.14,WGU
R963388,No,No,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,71.0,197.48,WGU
A803107,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Electronic Check,65.0,192.47,WGU
R233118,No,Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Electronic Check,56.0,164.96,WGU
D404497,Yes,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Automatic,66.0,204.96,WGU
V204250,Yes,No,Male,No,One year,None,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Automatic,72.0,152.51,WGU
Q24833,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Mailed Check,66.0,172.46,WGU
B675004,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Electronic Check,60.0,192.49,WGU
D37619,No,No,Female,No,One year,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,55.0,139.97,WGU
W65270,Yes,No,Female,No,Month-to-month,None,Yes,No,Yes,No,No,No,No,No,No,Electronic Check,59.0,82.5,WGU
L451303,Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Electronic Check,45.0,175.01,WGU
Y59876,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,50.0,207.61,WGU
J205465,No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,68.0,217.48,WGU
V72326,Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,No,Automatic,52.0,94.97,WGU
M283658,Yes,Yes,Male,No,Month-to-month,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Automatic,49.0,255.14,WGU
A273885,No,No,Female,No,Two year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,53.0,235.14,WGU
F814308,No,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,68.0,222.61,WGU
I359675,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Automatic,65.0,114.95,WGU
V843103,Yes,Yes,Female,No,One year,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,38.0,139.93,WGU
A951002,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,67.0,149.94,WGU
O691193,No,No,Female,No,Two year,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Automatic,65.0,127.48,WGU
P222390,Yes,No,Male,No,One year,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,69.0,232.62,WGU
Z368271,Yes,No,Male,No,Month-to-month,None,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Electronic Check,58.0,142.52,WGU
U858751,Yes,No,Male,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,51.0,147.47,WGU
T993713,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Automatic,64.0,144.96,WGU
G308571,No,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Automatic,54.0,262.61,WGU
H69857,Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Electronic Check,68.0,172.46,WGU
Z389606,Yes,No,Female,No,Two year,None,No,Yes,No,Yes,No,Yes,No,No,Yes,Automatic,57.0,147.49,WGU
L553811,Yes,No,Male,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,60.0,117.47,WGU
E448983,Yes,No,Male,No,Two year,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Automatic,54.0,129.96,WGU
D158705,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Automatic,65.0,242.61,WGU
U634061,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Automatic,39.0,255.13,WGU
W221914,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Automatic,57.0,172.47,WGU
U794072,Yes,No,Female,No,Two year,None,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,72.0,120.0,WGU
B572550,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,70.0,162.45,WGU
L317729,Yes,Yes,Female,No,Month-to-month,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Yes,Automatic,71.0,182.46,WGU
T570311,Yes,No,Female,No,Two year,None,No,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,39.0,159.98,WGU
T222357,Yes,No,Female,No,Two year,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,No,Automatic,45.0,194.98,WGU
S631327,Yes,No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Electronic Check,67.0,185.0,WGU
Q666534,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Automatic,55.0,227.48,WGU
Q466195,No,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Automatic,71.0,149.98,WGU
D40474,Yes,No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Automatic,55.0,159.96,WGU
C602006,Yes,No,Female,No,One year,None,Yes,No,No,No,Yes,Yes,No,No,No,Automatic,53.0,105.01,WGU
L509876,Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,65.0,174.97,WGU
A486964,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,51.0,197.49,WGU
N543253,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,64.0,147.46,WGU
D834376,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Automatic,71.0,184.99,WGU
V76718,No,No,Female,No,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Automatic,60.0,247.66,WGU
S868389,Yes,No,Male,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,53.0,149.97,WGU
H413751,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Automatic,62.0,235.16,WGU
J466874,Yes,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Mailed Check,65.0,79.98,WGU
Z460338,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,51.0,204.96,WGU
N406535,No,Yes,Male,No,One year,None,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Automatic,57.0,162.51,WGU
N940846,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Automatic,64.0,164.99,WGU
T417062,Yes,No,Male,No,One year,DSL,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,43.0,92.46,WGU
R220815,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,68.0,149.98,WGU
H984949,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,70.0,194.95,WGU
W436782,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,68.0,164.97,WGU
Q625380,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,47.0,144.96,WGU
N55092,Yes,No,Female,No,One year,None,Yes,No,No,No,No,Yes,No,No,No,Automatic,53.0,92.49,WGU
J357475,Yes,No,Male,No,Month-to-month,None,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,43.0,104.99,WGU
D234125,Yes,Yes,Male,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Automatic,64.0,147.47,WGU
X363280,No,No,Female,No,Month-to-month,None,No,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,62.0,175.13,WGU
D994268,No,Yes,Female,No,One year,DSL,No,Yes,No,No,No,No,No,No,No,Automatic,57.0,124.96,WGU
M674905,Yes,No,Female,No,Two year,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Mailed Check,48.0,119.96,WGU
I385226,Yes,No,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Automatic,63.0,187.48,WGU
T18661,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,65.0,182.46,WGU
A131826,No,Yes,Female,Yes,Month-to-month,None,Yes,Yes,No,No,No,Yes,Yes,No,No,Mailed Check,45.0,149.98,WGU
L820987,Yes,No,Female,No,Month-to-month,None,No,No,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,61.0,200.17,WGU
W337859,Yes,No,Female,No,Month-to-month,None,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Automatic,66.0,175.02,WGU
D564142,No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,68.0,92.49,WGU
K888112,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,46.0,174.96,WGU
I257652,Yes,No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,Yes,Electronic Check,69.0,114.95,WGU
N90031,No,Yes,Female,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,No,No,No,Automatic,56.0,134.98,WGU
C252636,No,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,71.0,149.94,WGU
E587771,Yes,No,Female,No,Month-to-month,Fiber Optic,No,No,Yes,No,No,No,No,Yes,No,Electronic Check,65.0,149.96,WGU
V559269,Yes,No,Male,Yes,Month-to-month,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Yes,No,Mailed Check,59.0,252.64,WGU
W440888,Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,58.0,210.14,WGU
W531294,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Automatic,65.0,139.96,WGU
O508292,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Automatic,52.0,137.44,WGU
M138012,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,No,Electronic Check,51.0,182.47,WGU
H994034,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Automatic,61.0,182.47,WGU
W302169,Yes,Yes,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Automatic,51.0,164.97,WGU
R249864,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Automatic,71.0,207.61,WGU
G528920,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,62.0,204.96,WGU
S465947,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,68.0,159.96,WGU
M216559,No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Electronic Check,64.0,190.13,WGU
Y779119,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Mailed Check,58.0,172.44,WGU
U202709,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,59.0,147.44,WGU
S890631,Yes,Yes,Female,No,Two year,None,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Automatic,59.0,210.15,WGU
S54109,Yes,No,Male,No,Two year,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Automatic,52.0,174.99,WGU
K950044,No,No,Male,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,52.0,149.97,WGU
V492997,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,39.0,147.44,WGU
F345391,Yes,No,Female,No,Two year,DSL,No,Yes,No,Yes,No,Yes,Yes,No,No,Mailed Check,51.0,184.95,WGU
D886128,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Automatic,65.0,149.94,WGU
C431268,No,Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Electronic Check,61.0,139.96,WGU
D831320,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Automatic,68.0,214.95,WGU
D548131,Yes,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Automatic,66.0,152.48,WGU
A638022,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Automatic,71.0,192.49,WGU
Q455677,No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Electronic Check,50.0,207.5,WGU
H199029,Yes,Yes,Female,No,Two year,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,56.0,152.47,WGU
E568576,Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,60.0,262.61,WGU
X813396,Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Mailed Check,63.0,197.47,WGU
Z938852,Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,69.0,265.13,WGU
K825853,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Automatic,69.0,159.97,WGU
Q598691,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Automatic,60.0,182.45,WGU
V422642,Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Electronic Check,58.0,162.5,WGU
G277541,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Automatic,58.0,214.97,WGU
F174775,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,72.0,92.46,WGU
R456927,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,69.0,290.16,WGU
W780451,Yes,Yes,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Automatic,43.0,184.96,WGU
L60718,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Automatic,60.0,157.48,WGU
H220719,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Automatic,55.0,129.96,WGU
T884723,No,No,Male,No,One year,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Automatic,68.0,257.64,WGU
P979238,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,69.0,182.46,WGU
A34728,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,58.0,137.47,WGU
F364684,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,44.0,124.96,WGU
Q739646,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,No,Automatic,67.0,182.45,WGU
Q750226,Yes,No,Female,No,Month-to-month,DSL,No,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,48.0,137.48,WGU
X473332,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,60.0,242.63,WGU
J374258,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Automatic,54.0,159.95,WGU
N858050,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Automatic,68.0,192.46,WGU
X292229,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,68.0,149.96,WGU
N870407,Yes,Yes,Male,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Automatic,65.0,139.98,WGU
W270130,Yes,No,Male,No,Two year,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,59.0,190.13,WGU
V334829,Yes,No,Female,No,Two year,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Automatic,65.0,152.47,WGU
K846524,Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,60.0,132.47,WGU
J330266,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Electronic Check,70.0,149.96,WGU
W208663,Yes,No,Female,No,Month-to-month,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Automatic,70.0,232.65,WGU
M809132,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Automatic,52.0,167.46,WGU
Z14744,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Automatic,69.0,162.45,WGU
H113197,No,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,71.0,200.12,WGU
M276933,Yes,Yes,Male,No,Two year,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Automatic,44.0,204.96,WGU
R358950,No,Yes,Female,No,Month-to-month,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,68.0,187.66,WGU
O79953,Yes,No,Female,No,Two year,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Mailed Check,71.0,107.5,WGU
F114166,Yes,Yes,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,62.0,182.45,WGU
C664539,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,65.0,162.45,WGU
C829612,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,39.0,232.62,WGU
F473020,Yes,Yes,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,63.0,159.96,WGU
L998001,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,54.0,179.98,WGU
Y575299,No,No,Male,No,One year,None,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,58.0,114.97,WGU
X361688,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Automatic,46.0,137.48,WGU
H10198,Yes,No,Female,No,Two year,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,42.0,124.96,WGU
L634686,No,No,Female,No,Two year,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Automatic,56.0,195.0,WGU
B597868,Yes,No,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,53.0,147.47,WGU
E378351,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Automatic,62.0,194.97,WGU
I777737,No,Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Automatic,70.0,117.47,WGU
M954789,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Mailed Check,60.0,152.46,WGU
R658797,No,No,Female,No,One year,None,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,58.0,172.49,WGU
U233086,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Automatic,66.0,147.44,WGU
A417108,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Electronic Check,68.0,172.51,WGU
W537758,No,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Automatic,55.0,149.96,WGU
T640348,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Automatic,62.0,182.47,WGU
E05259,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,63.0,214.97,WGU
J666903,No,No,Female,No,One year,None,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,68.0,117.5,WGU
L912239,Yes,No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Automatic,56.0,182.44,WGU
Y927489,Yes,No,Male,No,Two year,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Electronic Check,59.0,127.48,WGU
T177275,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Automatic,43.0,179.97,WGU
B464898,No,No,Male,No,One year,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Automatic,68.0,182.44,WGU
T709501,Yes,Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Automatic,58.0,182.44,WGU
X539813,Yes,Yes,Female,No,Two year,None,Yes,No,Yes,No,Yes,Yes,No,No,No,Automatic,66.0,107.53,WGU
L79617,Yes,No,Male,No,One year,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,72.0,162.46,WGU
R433697,Yes,No,Female,No,Two year,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Mailed Check,63.0,117.44,WGU
X440051,Yes,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Electronic Check,63.0,204.95,WGU
E479598,Yes,Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Automatic,69.0,172.49,WGU
U160756,No,No,Male,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,Automatic,66.0,152.46,WGU
Z256617,No,No,Female,No,One year,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Automatic,64.0,139.95,WGU
D363991,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Automatic,66.0,159.93,WGU
G137820,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Mailed Check,64.0,184.95,WGU
L552248,No,No,Female,No,One year,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Automatic,61.0,142.47,WGU
L913375,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,57.0,162.47,WGU
O708479,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Mailed Check,64.0,144.96,WGU
T419903,No,Yes,Male,No,One year,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Automatic,60.0,159.96,WGU
F893663,Yes,Yes,Male,No,One year,None,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Electronic Check,52.0,140.03,WGU
F307841,No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,71.0,187.61,WGU
B387011,Yes,No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,56.0,134.98,WGU
E18649,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Automatic,58.0,169.94,WGU
G89397,Yes,No,Male,No,Month-to-month,DSL,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,46.0,162.48,WGU
O499021,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,69.0,182.46,WGU
C127538,Yes,Yes,Male,No,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,65.0,142.47,WGU
Z891444,No,No,Male,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Mailed Check,63.0,169.97,WGU
Y450426,Yes,No,Male,No,Month-to-month,None,Yes,No,Yes,No,Yes,No,No,Yes,No,Electronic Check,68.0,130.01,WGU
S824416,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Automatic,53.0,220.12,WGU
I544024,Yes,Yes,Female,No,Month-to-month,None,Yes,No,Yes,No,Yes,No,No,No,No,Electronic Check,70.0,95.02,WGU
C260448,No,No,Female,No,Two year,None,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,67.0,187.66,WGU
M526383,Yes,No,Male,No,Two year,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Automatic,65.0,117.47,WGU
L931215,Yes,No,Female,No,Two year,None,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Automatic,44.0,152.49,WGU
E95831,Yes,No,Male,No,Two year,None,Yes,Yes,No,No,No,Yes,Yes,No,No,Mailed Check,40.0,149.98,WGU
Q588597,Yes,No,Male,No,Month-to-month,None,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Mailed Check,60.0,162.51,WGU
J448017,No,No,Female,No,Two year,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Automatic,42.0,202.65,WGU
T148295,Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Automatic,45.0,242.63,WGU
U506004,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Automatic,39.0,137.47,WGU
I789128,No,No,Male,No,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Automatic,66.0,242.66,WGU
S383220,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,43.0,147.44,WGU
